video,prompt,audio_emb
e9c2098d5317bbf291c754b71c68fce7_cfr25.mp4,"Two women, one with dark hair and hoop earrings, engage in a serious conversation in a dimly lit indoor setting, likely a restaurant or bar, dressed in professional attire. They sit across from each other, the woman with dark hair speaking earnestly while the other listens intently, their focused interaction dominating the scene.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/e9c2098d5317bbf291c754b71c68fce7.pt
9224ec559c628b032a46e075e806c64b_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9224ec559c628b032a46e075e806c64b.pt
fcc3a978b8f1602c7df72a7dc0b26a08_cfr25.mp4,"A man in a dark green sweater sits at a table in a warmly lit room, engaged in a serious conversation with a woman whose face is not visible, as he transitions from a neutral expression to one of concern or surprise. The casual atmosphere is set by the room's warm brown walls, a green plant, and a vase of flowers on the table.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/fcc3a978b8f1602c7df72a7dc0b26a08.pt
ad96310ddc4d621f254a2f78d4d312ce_cfr25.mp4,"The video shows a single man in his thirties or forties, dressed in a light pink shirt and dark cap, seated at a wooden-paneled table, engaged in a focused conversation and gesturing with his hands as he speaks. The indoor setting, possibly an office or meeting room, features a laptop on the table in front of him, with a professional atmosphere prevailing.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ad96310ddc4d621f254a2f78d4d312ce.pt
9cf89cda17dc727c35f0646ba7493b87_cfr25.mp4,"The video shows a single middle-aged individual, dressed in a dark suit, white shirt, and patterned tie, intensely focused in a blurred indoor setting with neutral colors, likely an office or formal room. The person, with fair skin and short, neatly combed hair, is the sole subject in the frame, exuding a serious and contemplative demeanor.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9cf89cda17dc727c35f0646ba7493b87.pt
ac3acded1ede79d6c699c29459c0ff21_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ac3acded1ede79d6c699c29459c0ff21.pt
d0e69de00eaaa982380bc86887949e41_cfr25.mp4,"A woman with wet blonde hair and a concerned expression sits alone in a dimly lit, rustic room, wearing a white top with a red stain and a brown blazer. The room's warm, muted tones and the faint watermark 'izzzooba.bilbi' in the corner create a sense of intimacy and unease.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/d0e69de00eaaa982380bc86887949e41.pt
a2e3fe453c2fd492a9d6776151444705_cfr25.mp4,"The video shows a single woman in her thirties with shoulder-length blonde hair and fair skin, standing still in a dimly lit indoor setting with a blueish hue, wearing a simple outfit. She remains stationary, with no notable changes in her posture or surroundings throughout the continuous scene.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/a2e3fe453c2fd492a9d6776151444705.pt
561f090e53c4fd3fbd648a79aa653365_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/561f090e53c4fd3fbd648a79aa653365.pt
0f336e9d99da3be69817181fc547d8b4_cfr25.mp4,"The video shows a single elderly male, dressed in a formal suit with a red tie and light blue shirt, adjusting his tie and speaking in a casual tone in a simple, professional office setting with a bulletin board in the background. The character, with gray hair and glasses, is the central focus of the scene, surrounded by the office's minimalist decor.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/0f336e9d99da3be69817181fc547d8b4.pt
a96bd682c2bc269a719261941c7ab15d_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/a96bd682c2bc269a719261941c7ab15d.pt
152dbaf9ba9f0c5b5ebed4050f481efd_cfr25.mp4,"A lone woman, with short, light brown hair and fair skin, sits in contemplation in front of a window with vertical blinds, wearing a plaid shirt in green, yellow, and blue, her hand resting thoughtfully on her chin. The serene and minimalist setting, devoid of distractions, amplifies her introspective mood.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/152dbaf9ba9f0c5b5ebed4050f481efd.pt
ca10d6257881d1ee93af4c514b9eba4f_cfr25.mp4,"In a dimly lit, industrial setting, a woman with fair skin and brown hair, dressed in a black V-neck top, engages in a serious conversation with a man in a dark suit, who stands with his back to the camera, while a second scene shows them standing in a dimly lit corridor, both with serious expressions.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ca10d6257881d1ee93af4c514b9eba4f.pt
5f87d935e95b09dcb510c404e86523ef_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5f87d935e95b09dcb510c404e86523ef.pt
98a1deb6149465395042111dbca9c968_cfr25.mp4,"A man with a light beard and wearing a blue shirt is seen in a dimly lit room, likely engaged in a conversation with someone off-camera, as his gestures and expressions suggest interaction. The room's darkness and the man's attire remain consistent throughout the scene.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/98a1deb6149465395042111dbca9c968.pt
9140eafd57906bb69ad917a41ecacf59_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9140eafd57906bb69ad917a41ecacf59.pt
fbedb1a704550cc68611202d6a6febde_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/fbedb1a704550cc68611202d6a6febde.pt
f20db5011e12e74f91a36e9c6bc6c5ba_cfr25.mp4,"The video features three women with shoulder-length hair, two with brown and one with blonde, engaged in serious conversations with men in dark suits in formal settings, such as offices or conference rooms. The women wear professional attire, with the brown-haired women in a lilac blouse and the blonde woman in a purple shirt, while the men remain in their dark suits throughout the scenes.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/f20db5011e12e74f91a36e9c6bc6c5ba.pt
93de7c73629a68af66db98cf0947a9f6_cfr25.mp4,"The video shows a single woman, with short, dark hair and fair skin, seated in a professional office setting, wearing a light-colored blazer over a darker top, engaged in a conversation with an unseen person. The blurred background and soft lighting create a calm atmosphere, with the woman's upright posture and attentive expressions conveying her focus on the conversation.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/93de7c73629a68af66db98cf0947a9f6.pt
6b1bd1d01bec4030c0c685da47b611c2_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/6b1bd1d01bec4030c0c685da47b611c2.pt
eaef07b1144158c117283322082410bf_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/eaef07b1144158c117283322082410bf.pt
f9ac485055d15a2819f7b2ead6958bfe_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/f9ac485055d15a2819f7b2ead6958bfe.pt
b8eb30c8f80aac96a1adb4e57bea79db_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/b8eb30c8f80aac96a1adb4e57bea79db.pt
5c9ca20ece8070f14b4e77bd5c7e17c7_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5c9ca20ece8070f14b4e77bd5c7e17c7.pt
9ce7c27e7779abea3a5a5957278e0acc_cfr25.mp4,"A single man with short brown hair and a neutral expression stands in a room, wearing a dark blue t-shirt with a colorful logo, as he appears to be studying notes on a whiteboard and a calendar, with a bulletin board displaying a hazard symbol in the background. The room's consistent setting remains static, with the man's focused demeanor the only point of interest.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9ce7c27e7779abea3a5a5957278e0acc.pt
953e7e7e0ffebb5211a9665f64979d9a_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/953e7e7e0ffebb5211a9665f64979d9a.pt
4f6cab002936094a5e4f9701dcd4b3e7_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/4f6cab002936094a5e4f9701dcd4b3e7.pt
5ab7f424578c3df400e309f867e13bf5_cfr25.mp4,"A woman with blonde hair and a red turtleneck under a brown coat stands on a city sidewalk, conversing with a man in a dark jacket while looking concerned, with a 'bli' logo visible in the background. The woman's attire and the urban setting provide a stark contrast to the man's dark clothing, adding to the sense of unease in her expression.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5ab7f424578c3df400e309f867e13bf5.pt
8ca9f982f6e0707481f253543f1bcf6a_cfr25.mp4,"The video shows a woman with blonde hair and a red sequined blazer over a white top, initially appearing uncomfortable in a mundane office setting, before transforming into a glamorous version of herself, donning the same outfit but with an updo and tiara, in a luxurious room with a city view.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/8ca9f982f6e0707481f253543f1bcf6a.pt
06fb79f1ef73ed658c4a198a628d726d_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/06fb79f1ef73ed658c4a198a628d726d.pt
0f7290a2f08f96affc05af4a53b251ab_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/0f7290a2f08f96affc05af4a53b251ab.pt
9dff094d37e9a9f6b960fb3a8a181b16_cfr25.mp4,"A middle-aged woman with dark hair and fair skin, wearing a red cardigan over a white blouse, is seen in a professional office setting with a blue wall and a framed picture, initially displaying a concerned expression before shifting to one of surprise. The woman is the sole person in the scene, surrounded by a neutral-toned background that highlights her reactions.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9dff094d37e9a9f6b960fb3a8a181b16.pt
3956b176df3cf3ec233d8e529e439479_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/3956b176df3cf3ec233d8e529e439479.pt
fd4cfbaf62187d489cc9cbb04757a774_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/fd4cfbaf62187d489cc9cbb04757a774.pt
2e93c329d622785d27655857b6613021_cfr25.mp4,"The video shows a single female figure, estimated to be in her forties or fifties, standing in a dimly lit indoor setting with a grid-like structure and barred windows, wearing a brown leather jacket and a patterned scarf, her dark curly hair and light skin tone visible under the warm, yellowish lighting. She stands with subtle posture and movements, her hands gesturing slightly as she remains in the same location throughout the continuous scene.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/2e93c329d622785d27655857b6613021.pt
517e42873969fa61191a23f59de4ca68_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/517e42873969fa61191a23f59de4ca68.pt
2e5b72732107363a4d0e9ef91467206f_cfr25.mp4,"A single male figure, with curly, light brown hair and fair skin, stands in front of a wall adorned with personal photographs and a map, wearing a dark sweater, collared shirt, and patterned tie, as he delivers a presentation or engages in a conversation with an unseen audience. The soft, ambient lighting and casual yet focused atmosphere of the setting, which appears to be a home or office, adds to the sense of intimacy and engagement.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/2e5b72732107363a4d0e9ef91467206f.pt
ff32a31e84d6b130b70ebf0cc1588aa8_cfr25.mp4,"The video shows a single male figure, a man in his thirties with dark skin and short black hair, dressed in a white shirt and brown vest, leaning forward in a dimly lit indoor setting, possibly a restaurant or cozy room, as he gestures to his chest in a conversation or reaction. The warm, ambient atmosphere is reflected in the soft lighting and blurred background objects.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ff32a31e84d6b130b70ebf0cc1588aa8.pt
54054f5cb7281078eeb51d355fd19e95_cfr25.mp4,"A woman with short hair, wearing a black blazer and a red top, is seated at a well-appointed office desk, engaged in a serious conversation or interview with one other person, who is not visible in the frame. The woman's professional demeanor is reflected in her attire and the luxurious office surroundings, which include a leather chair, wooden desk, and a window with blinds.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/54054f5cb7281078eeb51d355fd19e95.pt
15357a56c53de5f027a569c5cf0e0778_cfr25.mp4,"The video shows a woman in her thirties, with dark hair and light skin, dressed in a white, layered outfit with a high collar and chest strap, sitting in a dimly lit, intimate setting with a green and yellow ambiance, possibly a bar or club, as she engages in a quiet conversation with subtle movements.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/15357a56c53de5f027a569c5cf0e0778.pt
22d08f8fd36978ccf6c7a2ce59397c03_cfr25.mp4,"The video shows a woman in her thirties with blonde hair tied back, wearing a black blazer, engaged in a face-to-face conversation with another person whose back is to the camera in a residential area with a parked black SUV in the background. The woman's attentive and slightly forward-leaning body language indicates her active participation in the discussion, set against a daytime outdoor setting.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/22d08f8fd36978ccf6c7a2ce59397c03.pt
e23e70a84e813707fcb72500eb6a391e_cfr25.mp4,"A young man with short dark hair, wearing a black jacket, is seen driving a car while engaged in a serious conversation on his cellphone, his expression shifting from neutral to concerned. The car's classic interior and blurred background of moving scenery create a sense of continuity as he navigates the road, his focus solely on the conversation.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/e23e70a84e813707fcb72500eb6a391e.pt
64793f18353350f61d218dffbd05f7ec_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/64793f18353350f61d218dffbd05f7ec.pt
74250001cafe9990b368c481c61547c5_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/74250001cafe9990b368c481c61547c5.pt
03871c32bd8d55357311f26aa3c17186_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/03871c32bd8d55357311f26aa3c17186.pt
5e7029ad45d6e89e93f020eb4f9df493_cfr25.mp4,"The video features a single woman in her thirties with fair skin and dark brown short hair, dressed in a light pink blouse with a matching bow tie, engaged in a conversation or listening intently with an upright posture. She is set against a plain, light-colored background with soft, even lighting, creating a minimalist and intimate atmosphere.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5e7029ad45d6e89e93f020eb4f9df493.pt
8f160eadadd720b4aadb983ac4f512ed_cfr25.mp4,"The video shows a young man in his twenties, dressed in a dark suit with a patterned tie, standing upright in a daytime outdoor setting with lush greenery and a building in the background. He is engaged in a conversation with someone off-camera, his casual hairstyle and attentive posture suggesting a focused discussion.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/8f160eadadd720b4aadb983ac4f512ed.pt
9e49253e36c6b90b68b467dd87c6a74c_cfr25.mp4,"The video shows a young man in his twenties with curly hair, wearing a light-colored collared shirt under a cardigan, gesturing animatedly as he converses with an unseen person in a blurred outdoor setting with lush greenery, likely a park or garden. The soft, natural lighting and casual atmosphere suggest a relaxed daytime scene.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9e49253e36c6b90b68b467dd87c6a74c.pt
86f5505f699e2f899076ffb4bf476451_cfr25.mp4,"A woman with long, straight black hair and a sleeveless, textured top adorned with a ""Cookie"" necklace stands in front of a car in a blurred outdoor setting, possibly an urban area, interacting with someone or something with animated facial expressions and slight movements. She is likely in a casual conversation with one or more people, as suggested by the presence of indistinct figures in the background.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/86f5505f699e2f899076ffb4bf476451.pt
bd88fdab3d9fd3851e7587de2b98c8ba_cfr25.mp4,"The video shows a single person, a motorcyclist wearing a beige helmet with a logo and a light-colored robe, engaged in a casual conversation with hand gestures and facial expressions in an urban setting with a blue tarp and a brick wall in the background. The surrounding environment is populated with other people, but they are not the focus of the video, which captures a candid moment in the motorcyclist's day.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/bd88fdab3d9fd3851e7587de2b98c8ba.pt
c581e1512d24f480975a131e7a1e3eb3_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/c581e1512d24f480975a131e7a1e3eb3.pt
616997e4ab5a2ef415fefec0a05f7c30_cfr25.mp4,"In the video, one man, Paul, is seated in a professional office environment, wearing a red vest over a white shirt and a striped tie, engaged in a conversation with hand gestures and slight body movements. The office background features a bulletin board with papers and notices, and a stack of binders on a desk behind him.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/616997e4ab5a2ef415fefec0a05f7c30.pt
40b59c978c9c1d254dd2bb8066483498_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/40b59c978c9c1d254dd2bb8066483498.pt
64d6c66f2462e698235b1f26378a4620_cfr25.mp4,"The video shows a single middle-aged man, dressed in a dark suit, white shirt, and dark tie, standing still with a serious expression in a dimly lit, featureless background. His dark hair is neatly combed, and his somber demeanor is accentuated by the shadows cast on his face.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/64d6c66f2462e698235b1f26378a4620.pt
53fef034176d2993765d5539260db4cf_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/53fef034176d2993765d5539260db4cf.pt
cf44e55058fa2c00901612be630c330f_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/cf44e55058fa2c00901612be630c330f.pt
6dc1684fe3b15b8fae49b40e97276b0d_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/6dc1684fe3b15b8fae49b40e97276b0d.pt
86514566e7003fd3f604abe160540ee1_cfr25.mp4,"The video shows a single male individual, with short, dark hair and wearing a purple sweater over a gray shirt, seated in a cozy living room-like setting, engaged in a conversation with someone or something off-camera. The warm lighting and brick wall and green door in the background create a relaxed atmosphere, with the man's hand gestures and gaze indicating his active participation in the conversation.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/86514566e7003fd3f604abe160540ee1.pt
0526bc5608b7a5081e8aba5bebabcb2e_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/0526bc5608b7a5081e8aba5bebabcb2e.pt
24c6e8bb9b55d6fd830aa493fb49cde5_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/24c6e8bb9b55d6fd830aa493fb49cde5.pt
e2168d9baf2a4496d0ed96d3f10b2977_cfr25.mp4,"The video shows a woman with long, wavy blonde hair and a blue flower accessory, wearing a blue top with a leopard print design, yellow glasses, and a black beaded necklace, engaged in a lively conversation with another person (not visible) in a soft, ambiently lit indoor setting with a blurred background.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/e2168d9baf2a4496d0ed96d3f10b2977.pt
dca0d4055993e70dd9e8a72c415314b5_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/dca0d4055993e70dd9e8a72c415314b5.pt
9c7aa0a56d90299ca7feed1173e40515_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/9c7aa0a56d90299ca7feed1173e40515.pt
ba2ad035c31e18954526dc87598ad96c_cfr25.mp4,"The video features a single individual, a man in his thirties with dark hair and glasses, dressed in a light blue button-up shirt, engaged in a conversation or listening intently with a neutral posture. He is situated in a dimly lit, indoor setting with a blue-hued background that resembles a cave or rocky surface, creating a subdued and contemplative atmosphere.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/ba2ad035c31e18954526dc87598ad96c.pt
5f5ac2423d8812f82eca0acbaa1fb93d_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/5f5ac2423d8812f82eca0acbaa1fb93d.pt
14885fb572beabd75a2b3d7b6fd1a3a3_cfr25.mp4,"The video shows a middle-aged man with a long beard and wide-brimmed hat, dressed in attire that suggests a historical or fantasy setting, engaging in a subtle conversation or observation in a dimly lit, indoor room with vintage decor. The room is adorned with a patterned curtain, and the man's rugged, weathered appearance and focused gaze add to the sense of a bygone era.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/14885fb572beabd75a2b3d7b6fd1a3a3.pt
f39e5f15d7593c93956b0cab41e29ea2_cfr25.mp4,"A middle-aged man, dressed in a dark suit with a red tie, sits at a desk in an office environment, engaged in a conversation with hand gestures and facial expressions. The setting, with a ""POLICE"" mug, window with blinds, and office equipment, suggests a professional and possibly law enforcement context.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/f39e5f15d7593c93956b0cab41e29ea2.pt
a46a0ed0ebcbbf80d007691f5370546f_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/a46a0ed0ebcbbf80d007691f5370546f.pt
8eaad0d75583aa9851e893dc33922908_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/8eaad0d75583aa9851e893dc33922908.pt
cc4f1d923f20a2d898f5ef9d4e34a905_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/cc4f1d923f20a2d898f5ef9d4e34a905.pt
3ded63fc66fd04de6e550a218783f2d2_cfr25.mp4,"A single older Black man with a beard and mustache is seated indoors, wearing a brown leather jacket, patterned shirt, and green beret, as he engages in a conversation or performance, surrounded by a wooden wall and a single plant. His casual yet creative attire and the intimate setting create a unique atmosphere.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/3ded63fc66fd04de6e550a218783f2d2.pt
dea26fe2788924e38d37fb5d39eddbdb_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/dea26fe2788924e38d37fb5d39eddbdb.pt
b09e2ad3b18115ee69de14408618df64_cfr25.mp4,"In the dimly lit video, a single figure, a fair-skinned individual with a neutral expression, is seen wearing a lavish headpiece adorned with gold and pearl embellishments, suggesting nobility, as they stand in a regal setting. The character's attire and surroundings evoke a sense of historical grandeur, with the focus on their contemplative demeanor.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/b09e2ad3b18115ee69de14408618df64.pt
78029aeec5ff24c936072e93566ad030_cfr25.mp4,"A young Caucasian man, with short blonde hair and a muscular build, is seen standing shirtless in a warmly lit bathroom, wearing a gold cross pendant necklace, as he undergoes a range of intense emotions, from surprise to focus to excitement. His surroundings are simple, with a plain white or light-colored background, possibly a shower or bathtub visible in the background.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/78029aeec5ff24c936072e93566ad030.pt
f8059f4a1361fcb56baef60b58bd5155_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/f8059f4a1361fcb56baef60b58bd5155.pt
c4ffb6be8687c87159db15cd5bf9046b_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/c4ffb6be8687c87159db15cd5bf9046b.pt
68eb980473aa42f1fc20205273cb81d9_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/68eb980473aa42f1fc20205273cb81d9.pt
4eaafb12998d835a1c120b3d20797e72_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/4eaafb12998d835a1c120b3d20797e72.pt
cca98bf401ee90d0b26e13e68116d6fd_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/cca98bf401ee90d0b26e13e68116d6fd.pt
66a7adb380a89727ec0da9a2f6b06c9b_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/66a7adb380a89727ec0da9a2f6b06c9b.pt
091a6d83135bc478a16c5d18b388cab5_cfr25.mp4,a person is talking,/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/091a6d83135bc478a16c5d18b388cab5.pt
d2aab647f21b37163c5d9b3d501ed376_cfr25.mp4,"In a warmly lit kitchen with wooden cabinetry and a stove, a mature woman with silver hair and red lipstick, wearing a white shirt with red floral patterns, engages in a serious conversation with a younger woman in a green floral top. The two women stand facing each other, their attire and surroundings creating a cozy atmosphere.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/d2aab647f21b37163c5d9b3d501ed376.pt
bfab301f26d7386d6430c3856a316b61_cfr25.mp4,"The video shows a single middle-aged woman, dressed in a traditional nun's habit, standing upright in a somber and reflective atmosphere within a dimly lit, stone-walled indoor setting, likely within a historical or religious building. Her fair skin tone and still posture add to the contemplative mood, as she stands motionless against the backdrop of the ancient architecture.",/mnt/dataset1/jinhyuk/Hallo3/cropped_only_10K_preprocessed/audio_emb_omniavatar_aligned/bfab301f26d7386d6430c3856a316b61.pt
